SurgeryType,Vocabulary,Code
thoracotomy,ICD10PCS,0BBP0ZX
thoracotomy,ICD10PCS,0BB90ZX
thoracotomy,ICD10PCS,0BJK0ZZ
thoracotomy,ICD10PCS,0BW003
thoracotomy,ICD10PCS,0BC30Z
thoracotomy,ICD10PCS,0BV90D
thoracotomy,ICD10PCS,0BJT0
thoracotomy,ICD10PCS,0BF60
thoracotomy,ICD10PCS,0BW000Z
thoracotomy,ICD10PCS,0BYJ0
thoracotomy,ICD10PCS,0W190J9
thoracotomy,ICD10PCS,0B9600Z
thoracotomy,ICD10PCS,0BMS0
thoracotomy,ICD10PCS,0W080KZ
thoracotomy,ICD10PCS,0BPT0YZ
thoracotomy,ICD10PCS,0BL10Z
thoracotomy,ICD10PCS,0BHL02Z
thoracotomy,ICD10PCS,0BH30GZ
thoracotomy,ICD10PCS,0B740D
thoracotomy,ICD10PCS,0BN10Z
thoracotomy,ICD10PCS,0BQ50Z
thoracotomy,ICD10PCS,0BTB0
thoracotomy,ICD10PCS,0BSK0ZZ
thoracotomy,ICD10PCS,0BL10D
thoracotomy,ICD10PCS,0BQM0
thoracotomy,ICD10PCS,0BB50Z
thoracotomy,ICD10PCS,0BDN0ZX
thoracotomy,ICD10PCS,0BMK0Z
thoracotomy,ICD10PCS,0BC10ZZ
thoracotomy,ICD10PCS,0BNK0ZZ
thoracotomy,ICD10PCS,0B5M0ZZ
thoracotomy,ICD10PCS,0BCJ0
thoracotomy,ICD10PCS,0BU10KZ
thoracotomy,ICD10PCS,0BQF0ZZ
thoracotomy,ICD10PCS,0W9800
thoracotomy,ICD10PCS,0B790
thoracotomy,ICD10PCS,0BND0Z
thoracotomy,ICD10PCS,0BJ00Z
thoracotomy,ICD10PCS,0WH901
thoracotomy,ICD10PCS,0BV10DZ
thoracotomy,ICD10PCS,0BV50Z
thoracotomy,ICD10PCS,0BYG0Z
thoracotomy,ICD10PCS,0BNG0
thoracotomy,ICD10PCS,0BBN0
thoracotomy,ICD10PCS,0WPB03Z
thoracotomy,ICD10PCS,0BH70
thoracotomy,ICD10PCS,0B5F0
thoracotomy,ICD10PCS,0B9P00Z
thoracotomy,ICD10PCS,0BP10K
thoracotomy,ICD10PCS,0BH10Y
thoracotomy,ICD10PCS,0B110D
thoracotomy,ICD10PCS,0WB80ZZ
thoracotomy,ICD10PCS,0B920Z
thoracotomy,ICD10PCS,0BHK02
thoracotomy,ICD10PCS,0WP80YZ
thoracotomy,ICD10PCS,0BM90
thoracotomy,ICD10PCS,0BP00
thoracotomy,ICD10PCS,0BTC0ZZ
thoracotomy,ICD10PCS,0BYM0Z1
thoracotomy,ICD10PCS,0BHB0
thoracotomy,ICD10PCS,0B9G00
thoracotomy,ICD10PCS,0BHK02Z
thoracotomy,ICD10PCS,0BTJ0
thoracotomy,ICD10PCS,0B750
thoracotomy,ICD10PCS,0B9J00Z
thoracotomy,ICD10PCS,0B5L0ZZ
thoracotomy,ICD10PCS,0BLB0D
thoracotomy,ICD10PCS,0W983ZZ
thoracotomy,ICD10PCS,0BH40G
thoracotomy,ICD10PCS,0BP00K
thoracotomy,ICD10PCS,0BQR0ZZ
thoracotomy,ICD10PCS,0B5J0
thoracotomy,ICD10PCS,0B560
thoracotomy,ICD10PCS,0BF70
thoracotomy,ICD10PCS,0BSG0
thoracotomy,ICD10PCS,0B9100
thoracotomy,ICD10PCS,0B7B0ZZ
thoracotomy,ICD10PCS,0BWL00
thoracotomy,ICD10PCS,0BP00JZ
thoracotomy,ICD10PCS,0WP803Z
thoracotomy,ICD10PCS,0BTK0
thoracotomy,ICD10PCS,0BB10ZX
thoracotomy,ICD10PCS,0BH00Y
thoracotomy,ICD10PCS,0BCK0ZZ
thoracotomy,ICD10PCS,0B9200
thoracotomy,ICD10PCS,0BHS02Z
thoracotomy,ICD10PCS,0BU50KZ
thoracotomy,ICD10PCS,0BMC0
thoracotomy,ICD10PCS,0BPT0MZ
thoracotomy,ICD10PCS,0BL90CZ
thoracotomy,ICD10PCS,0BU107
thoracotomy,ICD10PCS,0BBC0ZZ
thoracotomy,ICD10PCS,0BBP0
thoracotomy,ICD10PCS,0BDP3ZX
thoracotomy,ICD10PCS,0BTG0ZZ
thoracotomy,ICD10PCS,0BM80Z
thoracotomy,ICD10PCS,0BP102Z
thoracotomy,ICD10PCS,0B740DZ
thoracotomy,ICD10PCS,0BL70CZ
thoracotomy,ICD10PCS,0BB60ZX
thoracotomy,ICD10PCS,0BHK0YZ
thoracotomy,ICD10PCS,0W9B4ZZ
thoracotomy,ICD10PCS,0BDP3ZZ
thoracotomy,ICD10PCS,0B9H0
thoracotomy,ICD10PCS,0BBG0Z
thoracotomy,ICD10PCS,0BUB07
thoracotomy,ICD10PCS,0BMJ0
thoracotomy,ICD10PCS,0BV80
thoracotomy,ICD10PCS,0BSS0Z
thoracotomy,ICD10PCS,0BB50
thoracotomy,ICD10PCS,0BU10J
thoracotomy,ICD10PCS,0BSS0ZZ
thoracotomy,ICD10PCS,0BWK0Y
thoracotomy,ICD10PCS,0BB50ZX
thoracotomy,ICD10PCS,0B9C0Z
thoracotomy,ICD10PCS,0BN50Z
thoracotomy,ICD10PCS,0B760ZZ
thoracotomy,ICD10PCS,0BWK03Z
thoracotomy,ICD10PCS,0BU20JZ
thoracotomy,ICD10PCS,0BYL0Z
thoracotomy,ICD10PCS,0BMG0ZZ
thoracotomy,ICD10PCS,0BC90ZZ
thoracotomy,ICD10PCS,0BS30Z
thoracotomy,ICD10PCS,0BCH0ZZ
thoracotomy,ICD10PCS,0BU20K
thoracotomy,ICD10PCS,0BM50ZZ
thoracotomy,ICD10PCS,0BHR02Z
thoracotomy,ICD10PCS,0B9J0
thoracotomy,ICD10PCS,0B9M00
thoracotomy,ICD10PCS,0B9G0ZX
thoracotomy,ICD10PCS,0BWT0J
thoracotomy,ICD10PCS,0BVB0D
thoracotomy,ICD10PCS,0BW10FZ
thoracotomy,ICD10PCS,0BHR0MZ
thoracotomy,ICD10PCS,0B5S0
thoracotomy,ICD10PCS,0W994ZZ
thoracotomy,ICD10PCS,0BP102
thoracotomy,ICD10PCS,0BQJ0
thoracotomy,ICD10PCS,0B710ZZ
thoracotomy,ICD10PCS,0BPL01Z
thoracotomy,ICD10PCS,0BH40
thoracotomy,ICD10PCS,0BTB0Z
thoracotomy,ICD10PCS,0WH903Z
thoracotomy,ICD10PCS,0BS80Z
thoracotomy,ICD10PCS,0B5G0Z
thoracotomy,ICD10PCS,0BF20ZZ
thoracotomy,ICD10PCS,0BL30Z
thoracotomy,ICD10PCS,0BB70
thoracotomy,ICD10PCS,0B9C0ZZ
thoracotomy,ICD10PCS,0B5R0Z
thoracotomy,ICD10PCS,0BL40DZ
thoracotomy,ICD10PCS,0BJL0
thoracotomy,ICD10PCS,0BC30ZZ
thoracotomy,ICD10PCS,0BL10DZ
thoracotomy,ICD10PCS,0B960ZX
thoracotomy,ICD10PCS,0BV90CZ
thoracotomy,ICD10PCS,0BN90ZZ
thoracotomy,ICD10PCS,0B910ZZ
thoracotomy,ICD10PCS,0BU607Z
thoracotomy,ICD10PCS,0BNS0Z
thoracotomy,ICD10PCS,0BNP0
thoracotomy,ICD10PCS,0B750Z
thoracotomy,ICD10PCS,0BB40ZZ
thoracotomy,ICD10PCS,0W9B0Z
thoracotomy,ICD10PCS,0B5G0ZZ
thoracotomy,ICD10PCS,0BUS0
thoracotomy,ICD10PCS,0BW10KZ
thoracotomy,ICD10PCS,0B9P0ZX
thoracotomy,ICD10PCS,0WHB03
thoracotomy,ICD10PCS,0BL40Z
thoracotomy,ICD10PCS,0B9800
thoracotomy,ICD10PCS,0B580Z
thoracotomy,ICD10PCS,0B9N4ZZ
thoracotomy,ICD10PCS,0WH903
thoracotomy,ICD10PCS,0B9N0ZZ
thoracotomy,ICD10PCS,0BCK0
thoracotomy,ICD10PCS,0BH50
thoracotomy,ICD10PCS,0BW00DZ
thoracotomy,ICD10PCS,0BC60
thoracotomy,ICD10PCS,0BW10K
thoracotomy,ICD10PCS,0BU90K
thoracotomy,ICD10PCS,0B9200Z
thoracotomy,ICD10PCS,0BU20
thoracotomy,ICD10PCS,0BPT02
thoracotomy,ICD10PCS,0BWT0MZ
thoracotomy,ICD10PCS,0BV30DZ
thoracotomy,ICD10PCS,0BC80ZZ
thoracotomy,ICD10PCS,0BL80DZ
thoracotomy,ICD10PCS,0BQS0
thoracotomy,ICD10PCS,0BU10K
thoracotomy,ICD10PCS,0BHK01Z
thoracotomy,ICD10PCS,0BV80ZZ
thoracotomy,ICD10PCS,0BYH0Z
thoracotomy,ICD10PCS,0BBL7ZZ
thoracotomy,ICD10PCS,0BV60CZ
thoracotomy,ICD10PCS,0B980Z
thoracotomy,ICD10PCS,0BMS0ZZ
thoracotomy,ICD10PCS,0WP80JZ
thoracotomy,ICD10PCS,0BW10
thoracotomy,ICD10PCS,0BU907Z
thoracotomy,ICD10PCS,0BC50ZZ
thoracotomy,ICD10PCS,0BH003
thoracotomy,ICD10PCS,0BBM0ZX
thoracotomy,ICD10PCS,0BV30C
thoracotomy,ICD10PCS,0BCC0Z
thoracotomy,ICD10PCS,0B9H0Z
thoracotomy,ICD10PCS,0WPB0
thoracotomy,ICD10PCS,0BP10J
thoracotomy,ICD10PCS,0BL20Z
thoracotomy,ICD10PCS,0WW800
thoracotomy,ICD10PCS,0BQB0Z
thoracotomy,ICD10PCS,0BHR0M
thoracotomy,ICD10PCS,0BPK03Z
thoracotomy,ICD10PCS,0BU307Z
thoracotomy,ICD10PCS,0WWB01
thoracotomy,ICD10PCS,0BS50Z
thoracotomy,ICD10PCS,0BBL3ZZ
thoracotomy,ICD10PCS,0WH80YZ
thoracotomy,ICD10PCS,0BT50ZZ
thoracotomy,ICD10PCS,0WP90J
thoracotomy,ICD10PCS,0WFB0Z
thoracotomy,ICD10PCS,0BYF0Z2
thoracotomy,ICD10PCS,0WJ80Z
thoracotomy,ICD10PCS,0BCH0Z
thoracotomy,ICD10PCS,0BBF0Z
thoracotomy,ICD10PCS,0BHR0
thoracotomy,ICD10PCS,0B9K00
thoracotomy,ICD10PCS,0B9B00Z
thoracotomy,ICD10PCS,0BCG0
thoracotomy,ICD10PCS,0B5L0
thoracotomy,ICD10PCS,0BB30
thoracotomy,ICD10PCS,0BBL0
thoracotomy,ICD10PCS,0BWL03
thoracotomy,ICD10PCS,0WW807Z
thoracotomy,ICD10PCS,0BBM0ZZ
thoracotomy,ICD10PCS,0BNL0Z
thoracotomy,ICD10PCS,0BL30CZ
thoracotomy,ICD10PCS,0BJQ0
thoracotomy,ICD10PCS,0BMD0Z
thoracotomy,ICD10PCS,0WP800
thoracotomy,ICD10PCS,0WPB0YZ
thoracotomy,ICD10PCS,0BU60KZ
thoracotomy,ICD10PCS,0BYM0Z0
thoracotomy,ICD10PCS,0B5C0
thoracotomy,ICD10PCS,0BSL0ZZ
thoracotomy,ICD10PCS,0BW000
thoracotomy,ICD10PCS,0B770D
thoracotomy,ICD10PCS,0BB80ZZ
thoracotomy,ICD10PCS,0BH50GZ
thoracotomy,ICD10PCS,0BBR0
thoracotomy,ICD10PCS,0B5D0Z
thoracotomy,ICD10PCS,0BNJ0
thoracotomy,ICD10PCS,0B9L00Z
thoracotomy,ICD10PCS,0BQL0Z
thoracotomy,ICD10PCS,0B9S0ZX
thoracotomy,ICD10PCS,0W9840Z
thoracotomy,ICD10PCS,0BU40KZ
thoracotomy,ICD10PCS,0BF60Z
thoracotomy,ICD10PCS,0BH10DZ
thoracotomy,ICD10PCS,0B550
thoracotomy,ICD10PCS,0BCS0Z
thoracotomy,ICD10PCS,0BQ70Z
thoracotomy,ICD10PCS,0BQD0ZZ
thoracotomy,ICD10PCS,0WH801Z
thoracotomy,ICD10PCS,0BYL0Z0
thoracotomy,ICD10PCS,0BMC0Z
thoracotomy,ICD10PCS,0BL60C
thoracotomy,ICD10PCS,0BHB0G
thoracotomy,ICD10PCS,0BL50C
thoracotomy,ICD10PCS,0B9S0
thoracotomy,ICD10PCS,0BH102
thoracotomy,ICD10PCS,0WWB0YZ
thoracotomy,ICD10PCS,0BHL0Y
thoracotomy,ICD10PCS,0BL30ZZ
thoracotomy,ICD10PCS,0W3B0
thoracotomy,ICD10PCS,0WW90
thoracotomy,ICD10PCS,0BUR0JZ
thoracotomy,ICD10PCS,0BQ60
thoracotomy,ICD10PCS,0B5G0
thoracotomy,ICD10PCS,0BBF0ZX
thoracotomy,ICD10PCS,0BCM0ZZ
thoracotomy,ICD10PCS,0B930
thoracotomy,ICD10PCS,0BYJ0Z0
thoracotomy,ICD10PCS,0WHB03Z
thoracotomy,ICD10PCS,0BN80ZZ
thoracotomy,ICD10PCS,0BQH0Z
thoracotomy,ICD10PCS,0BYM0Z2
thoracotomy,ICD10PCS,0WW80Y
thoracotomy,ICD10PCS,0BT50
thoracotomy,ICD10PCS,0BWL02
thoracotomy,ICD10PCS,0BUS0JZ
thoracotomy,ICD10PCS,0BF10
thoracotomy,ICD10PCS,0WW803
thoracotomy,ICD10PCS,0B5F0ZZ
thoracotomy,ICD10PCS,0BSS0
thoracotomy,ICD10PCS,0BTS0ZZ
thoracotomy,ICD10PCS,0WCB0
thoracotomy,ICD10PCS,0BDN3ZX
thoracotomy,ICD10PCS,0BJ10ZZ
thoracotomy,ICD10PCS,0BPK02
thoracotomy,ICD10PCS,0BM30
thoracotomy,ICD10PCS,0BW002
thoracotomy,ICD10PCS,0BV10D
thoracotomy,ICD10PCS,0BV80D
thoracotomy,ICD10PCS,0BHK03
thoracotomy,ICD10PCS,0BDP0Z
thoracotomy,ICD10PCS,0BP10JZ
thoracotomy,ICD10PCS,0BL80Z
thoracotomy,ICD10PCS,0BL50ZZ
thoracotomy,ICD10PCS,0BNJ0Z
thoracotomy,ICD10PCS,0WP80KZ
thoracotomy,ICD10PCS,0BN60ZZ
thoracotomy,ICD10PCS,0B5D0ZZ
thoracotomy,ICD10PCS,0BSF0ZZ
thoracotomy,ICD10PCS,0WH90Y
thoracotomy,ICD10PCS,0B5J0ZZ
thoracotomy,ICD10PCS,0BCN0
thoracotomy,ICD10PCS,0BPK0YZ
thoracotomy,ICD10PCS,0WU80JZ
thoracotomy,ICD10PCS,0BBS0Z
thoracotomy,ICD10PCS,0BC70
thoracotomy,ICD10PCS,0BPK00
thoracotomy,ICD10PCS,0BMG0
thoracotomy,ICD10PCS,0BPT0
thoracotomy,ICD10PCS,0BVB0DZ
thoracotomy,ICD10PCS,0BHK01
thoracotomy,ICD10PCS,0W1B0J
thoracotomy,ICD10PCS,0BUR07
thoracotomy,ICD10PCS,0B750DZ
thoracotomy,ICD10PCS,0BL50CZ
thoracotomy,ICD10PCS,0BCC0
thoracotomy,ICD10PCS,0W1B0
thoracotomy,ICD10PCS,0B9J0ZZ
thoracotomy,ICD10PCS,0B940ZZ
thoracotomy,ICD10PCS,0BB50ZZ
thoracotomy,ICD10PCS,0BP10
thoracotomy,ICD10PCS,0BQ40ZZ
thoracotomy,ICD10PCS,0BUR0K
thoracotomy,ICD10PCS,0BBK0ZZ
thoracotomy,ICD10PCS,0BT10Z
thoracotomy,ICD10PCS,0BV50
thoracotomy,ICD10PCS,0WP90YZ
thoracotomy,ICD10PCS,0BCP0Z
thoracotomy,ICD10PCS,0WHB0YZ
thoracotomy,ICD10PCS,0BW10C
thoracotomy,ICD10PCS,0BU507
thoracotomy,ICD10PCS,0BB90
thoracotomy,ICD10PCS,0BU80K
thoracotomy,ICD10PCS,0BW100
thoracotomy,ICD10PCS,0BMK0ZZ
thoracotomy,ICD10PCS,0B950Z
thoracotomy,ICD10PCS,0BC40
thoracotomy,ICD10PCS,0BYD0Z1
thoracotomy,ICD10PCS,0WWB01Z
thoracotomy,ICD10PCS,0W9930Z
thoracotomy,ICD10PCS,0BU307
thoracotomy,ICD10PCS,0BN50ZZ
thoracotomy,ICD10PCS,0BCD0Z
thoracotomy,ICD10PCS,0WPB0J
thoracotomy,ICD10PCS,0BUB0KZ
thoracotomy,ICD10PCS,0BB40Z
thoracotomy,ICD10PCS,0B570ZZ
thoracotomy,ICD10PCS,0BQC0
thoracotomy,ICD10PCS,0BS20ZZ
thoracotomy,ICD10PCS,0WHB0
thoracotomy,ICD10PCS,0BWT00Z
thoracotomy,ICD10PCS,0BU207Z
thoracotomy,ICD10PCS,0BM40
thoracotomy,ICD10PCS,0BP00D
thoracotomy,ICD10PCS,0BNG0ZZ
thoracotomy,ICD10PCS,0BU50K
thoracotomy,ICD10PCS,0BTJ0ZZ
thoracotomy,ICD10PCS,0BV70
thoracotomy,ICD10PCS,0B9800Z
thoracotomy,ICD10PCS,0BND0ZZ
thoracotomy,ICD10PCS,0BUB0
thoracotomy,ICD10PCS,0BUR0J
thoracotomy,ICD10PCS,0B990
thoracotomy,ICD10PCS,0B590
thoracotomy,ICD10PCS,0BMH0Z
thoracotomy,ICD10PCS,0B5S0ZZ
thoracotomy,ICD10PCS,0BSF0
thoracotomy,ICD10PCS,0BWQ00Z
thoracotomy,ICD10PCS,0B980ZZ
thoracotomy,ICD10PCS,0BS60Z
thoracotomy,ICD10PCS,0B730Z
thoracotomy,ICD10PCS,0BTK0ZZ
thoracotomy,ICD10PCS,0B5K0ZZ
thoracotomy,ICD10PCS,0BCG0ZZ
thoracotomy,ICD10PCS,0WW80YZ
thoracotomy,ICD10PCS,0BYK0Z1
thoracotomy,ICD10PCS,0BM80ZZ
thoracotomy,ICD10PCS,0BYJ0Z1
thoracotomy,ICD10PCS,0BWT0M
thoracotomy,ICD10PCS,0BNL0
thoracotomy,ICD10PCS,0BB40
thoracotomy,ICD10PCS,0BN30
thoracotomy,ICD10PCS,0BTK0Z
thoracotomy,ICD10PCS,0BTR0
thoracotomy,ICD10PCS,0BU407Z
thoracotomy,ICD10PCS,0B7B0DZ
thoracotomy,ICD10PCS,0W190J
thoracotomy,ICD10PCS,0B980
thoracotomy,ICD10PCS,0BF90ZZ
thoracotomy,ICD10PCS,0BL90C
thoracotomy,ICD10PCS,0BL60Z
thoracotomy,ICD10PCS,0BU10
thoracotomy,ICD10PCS,0BJK0Z
thoracotomy,ICD10PCS,0B930ZZ
thoracotomy,ICD10PCS,0BN30Z
thoracotomy,ICD10PCS,0W190JG
thoracotomy,ICD10PCS,0BV80CZ
thoracotomy,ICD10PCS,0BPT0Y
thoracotomy,ICD10PCS,0BU80J
thoracotomy,ICD10PCS,0BH80GZ
thoracotomy,ICD10PCS,0BWT0YZ
thoracotomy,ICD10PCS,0BWQ0YZ
thoracotomy,ICD10PCS,0B770Z
thoracotomy,ICD10PCS,0B580ZZ
thoracotomy,ICD10PCS,0BB60Z
thoracotomy,ICD10PCS,0BNP0ZZ
thoracotomy,ICD10PCS,0BNK0Z
thoracotomy,ICD10PCS,0B9D00
thoracotomy,ICD10PCS,0BT90
thoracotomy,ICD10PCS,0W190
thoracotomy,ICD10PCS,0B9P30Z
thoracotomy,ICD10PCS,0WU80K
thoracotomy,ICD10PCS,0B990Z
thoracotomy,ICD10PCS,0WW90JZ
thoracotomy,ICD10PCS,0B9G0
thoracotomy,ICD10PCS,0BQC0ZZ
thoracotomy,ICD10PCS,0WP80
thoracotomy,ICD10PCS,0WU80
thoracotomy,ICD10PCS,0BM50
thoracotomy,ICD10PCS,0BCP0ZZ
thoracotomy,ICD10PCS,0BBG0ZZ
thoracotomy,ICD10PCS,0BYD0Z2
thoracotomy,ICD10PCS,0BHL01
thoracotomy,ICD10PCS,0BH90GZ
thoracotomy,ICD10PCS,0BSG0Z
thoracotomy,ICD10PCS,0BJK0
thoracotomy,ICD10PCS,0BSL0
thoracotomy,ICD10PCS,0BBK0
thoracotomy,ICD10PCS,0BC70ZZ
thoracotomy,ICD10PCS,0B770DZ
thoracotomy,ICD10PCS,0BV50CZ
thoracotomy,ICD10PCS,0BB70Z
thoracotomy,ICD10PCS,0BW10CZ
thoracotomy,ICD10PCS,0BV80C
thoracotomy,ICD10PCS,0WH80Y
thoracotomy,ICD10PCS,0W990Z
thoracotomy,ICD10PCS,0BWQ02
thoracotomy,ICD10PCS,0WW801Z
thoracotomy,ICD10PCS,0BS30
thoracotomy,ICD10PCS,0BV90C
thoracotomy,ICD10PCS,0BC10Z
thoracotomy,ICD10PCS,0BUB0JZ
thoracotomy,ICD10PCS,0BC50Z
thoracotomy,ICD10PCS,0BQ80Z
thoracotomy,ICD10PCS,0WJB0ZZ
thoracotomy,ICD10PCS,0W0807Z
thoracotomy,ICD10PCS,0BYH0
thoracotomy,ICD10PCS,0WP901
thoracotomy,ICD10PCS,0BM60ZZ
thoracotomy,ICD10PCS,0BV40CZ
thoracotomy,ICD10PCS,0BV20C
thoracotomy,ICD10PCS,0WHB01Z
thoracotomy,ICD10PCS,0BF80Z
thoracotomy,ICD10PCS,0BJ00
thoracotomy,ICD10PCS,0BU70K
thoracotomy,ICD10PCS,0BQH0
thoracotomy,ICD10PCS,0BP100Z
thoracotomy,ICD10PCS,0BTM0ZZ
thoracotomy,ICD10PCS,0BQR0
thoracotomy,ICD10PCS,0BBC0ZX
thoracotomy,ICD10PCS,0W194J4
thoracotomy,ICD10PCS,0BQN0ZZ
thoracotomy,ICD10PCS,0B5S0Z
thoracotomy,ICD10PCS,0B5B0Z
thoracotomy,ICD10PCS,0B790ZZ
thoracotomy,ICD10PCS,0B9N0
thoracotomy,ICD10PCS,0WFB0
thoracotomy,ICD10PCS,0B990ZZ
thoracotomy,ICD10PCS,0B5P0
thoracotomy,ICD10PCS,0BQ70ZZ
thoracotomy,ICD10PCS,0BWT0JZ
thoracotomy,ICD10PCS,0B9P0
thoracotomy,ICD10PCS,0BUS0K
thoracotomy,ICD10PCS,0BU607
thoracotomy,ICD10PCS,0B9S0Z
thoracotomy,ICD10PCS,0BT80ZZ
thoracotomy,ICD10PCS,0BL60D
thoracotomy,ICD10PCS,0BHS0M
thoracotomy,ICD10PCS,0BF90
thoracotomy,ICD10PCS,0BT40Z
thoracotomy,ICD10PCS,0BLB0DZ
thoracotomy,ICD10PCS,0B970
thoracotomy,ICD10PCS,0BNC0ZZ
thoracotomy,ICD10PCS,0BV40ZZ
thoracotomy,ICD10PCS,0B5K0Z
thoracotomy,ICD10PCS,0BB90ZZ
thoracotomy,ICD10PCS,0BM90ZZ
thoracotomy,ICD10PCS,0BNH0
thoracotomy,ICD10PCS,0BV40D
thoracotomy,ICD10PCS,0BSL0Z
thoracotomy,ICD10PCS,0BTR0Z
thoracotomy,ICD10PCS,0BNF0
thoracotomy,ICD10PCS,0WW807
thoracotomy,ICD10PCS,0BYG0Z0
thoracotomy,ICD10PCS,0B730D
thoracotomy,ICD10PCS,0B9C0ZX
thoracotomy,ICD10PCS,0WW90J
thoracotomy,ICD10PCS,0WP80K
thoracotomy,ICD10PCS,0BWL03Z
thoracotomy,ICD10PCS,0BM80
thoracotomy,ICD10PCS,0BWT0
thoracotomy,ICD10PCS,0B790D
thoracotomy,ICD10PCS,0BQ20Z
thoracotomy,ICD10PCS,0B920ZX
thoracotomy,ICD10PCS,0BPQ0
thoracotomy,ICD10PCS,0BMF0
thoracotomy,ICD10PCS,0BCP0
thoracotomy,ICD10PCS,0BDP0ZZ
thoracotomy,ICD10PCS,0B9D0Z
thoracotomy,ICD10PCS,0B970ZX
thoracotomy,ICD10PCS,0BYM0
thoracotomy,ICD10PCS,0BSJ0ZZ
thoracotomy,ICD10PCS,0W980
thoracotomy,ICD10PCS,0BCB0Z
thoracotomy,ICD10PCS,0BM70ZZ
thoracotomy,ICD10PCS,0BV30ZZ
thoracotomy,ICD10PCS,0BPK02Z
thoracotomy,ICD10PCS,0BL50
thoracotomy,ICD10PCS,0W3B0ZZ
thoracotomy,ICD10PCS,0WJC0Z
thoracotomy,ICD10PCS,0BS40ZZ
thoracotomy,ICD10PCS,0BV60C
thoracotomy,ICD10PCS,0W990ZX
thoracotomy,ICD10PCS,0BCS0
thoracotomy,ICD10PCS,0W1B0J4
thoracotomy,ICD10PCS,0WW800Z
thoracotomy,ICD10PCS,0BQ80
thoracotomy,ICD10PCS,0BT30ZZ
thoracotomy,ICD10PCS,0BWK03
thoracotomy,ICD10PCS,0BWT02Z
thoracotomy,ICD10PCS,0BC60Z
thoracotomy,ICD10PCS,0WB80
thoracotomy,ICD10PCS,0BHK0
thoracotomy,ICD10PCS,0BYH0Z2
thoracotomy,ICD10PCS,0B560ZZ
thoracotomy,ICD10PCS,0WH90
thoracotomy,ICD10PCS,0BJQ0Z
thoracotomy,ICD10PCS,0BH002
thoracotomy,ICD10PCS,0WQ80
thoracotomy,ICD10PCS,0BBD0Z
thoracotomy,ICD10PCS,0BPT00
thoracotomy,ICD10PCS,0BMJ0ZZ
thoracotomy,ICD10PCS,0WM80
thoracotomy,ICD10PCS,0BTH0Z
thoracotomy,ICD10PCS,0BCC0ZZ
thoracotomy,ICD10PCS,0BS10
thoracotomy,ICD10PCS,0BS90
thoracotomy,ICD10PCS,0B9700
thoracotomy,ICD10PCS,0BV50C
thoracotomy,ICD10PCS,0BQ30Z
thoracotomy,ICD10PCS,0BSD0ZZ
thoracotomy,ICD10PCS,0BT90Z
thoracotomy,ICD10PCS,0BM20ZZ
thoracotomy,ICD10PCS,0W190JW
thoracotomy,ICD10PCS,0BYF0Z0
thoracotomy,ICD10PCS,0BT10ZZ
thoracotomy,ICD10PCS,0B9N00
thoracotomy,ICD10PCS,0B9K0ZX
thoracotomy,ICD10PCS,0BPK0
thoracotomy,ICD10PCS,0B760D
thoracotomy,ICD10PCS,0BCG0Z
thoracotomy,ICD10PCS,0W380Z
thoracotomy,ICD10PCS,0B710D
thoracotomy,ICD10PCS,0BC80Z
thoracotomy,ICD10PCS,0BQD0Z
thoracotomy,ICD10PCS,0BCB0
thoracotomy,ICD10PCS,0BU70JZ
thoracotomy,ICD10PCS,0BS50
thoracotomy,ICD10PCS,0BC40ZZ
thoracotomy,ICD10PCS,0BH60G
thoracotomy,ICD10PCS,0B950ZZ
thoracotomy,ICD10PCS,0WP800Z
thoracotomy,ICD10PCS,0BPL02Z
thoracotomy,ICD10PCS,0BLB0ZZ
thoracotomy,ICD10PCS,0BWT07Z
thoracotomy,ICD10PCS,0BPL0YZ
thoracotomy,ICD10PCS,0BS10ZZ
thoracotomy,ICD10PCS,0BNR0ZZ
thoracotomy,ICD10PCS,0B9N30Z
thoracotomy,ICD10PCS,0BU50
thoracotomy,ICD10PCS,0BH60GZ
thoracotomy,ICD10PCS,0BV50D
thoracotomy,ICD10PCS,0BVB0CZ
thoracotomy,ICD10PCS,0BMR0Z
thoracotomy,ICD10PCS,0BSD0
thoracotomy,ICD10PCS,0BC40Z
thoracotomy,ICD10PCS,0BH80G
thoracotomy,ICD10PCS,0B780ZZ
thoracotomy,ICD10PCS,0BU30
thoracotomy,ICD10PCS,0BP003
thoracotomy,ICD10PCS,0BF80ZZ
thoracotomy,ICD10PCS,0B960ZZ
thoracotomy,ICD10PCS,0BWT00
thoracotomy,ICD10PCS,0B9P0ZZ
thoracotomy,ICD10PCS,0BL90DZ
thoracotomy,ICD10PCS,0BBD0ZZ
thoracotomy,ICD10PCS,0B790Z
thoracotomy,ICD10PCS,0BU707
thoracotomy,ICD10PCS,0W3Q0ZZ
thoracotomy,ICD10PCS,0BBR0ZX
thoracotomy,ICD10PCS,0BJ10Z
thoracotomy,ICD10PCS,0BM10ZZ
thoracotomy,ICD10PCS,0BL40C
thoracotomy,ICD10PCS,0BH40GZ
thoracotomy,ICD10PCS,0B9C00Z
thoracotomy,ICD10PCS,0BJL0Z
thoracotomy,ICD10PCS,0WM80Z
thoracotomy,ICD10PCS,0BBL0ZX
thoracotomy,ICD10PCS,0BB20Z
thoracotomy,ICD10PCS,0BP000Z
thoracotomy,ICD10PCS,0BYL0Z2
